date,hour,minute,bid,ask,bidsize,ofrsize,bid_u_sequence,ask_u_sequence,bid_v_sequence,ask_v_sequence,bid_section_volatility,ask_section_volatility,bid_volume_std,ask_volume_std
2010-01-04,9,30,57.90667610895655,57.914744009423764,5.172835620462462,5.712052541021444,,,,,,,,
2010-01-04,10,0,58.279947467163936,58.27590243901582,3.6993267851230547,4.211588124931023,0.006425397880572803,0.006216672404742555,-0.33527016094536893,-0.3047386199664641,,,,
2010-01-04,10,30,58.44170595752515,58.39784420931845,3.8541148902932614,4.81264645317049,0.002771698124070014,0.00209030425792205,0.04099052708180862,0.13340732759188761,,,,
2010-01-04,11,0,58.7501021655645,58.733501571772535,4.463063220398184,4.8506811037373385,0.0052631139474495145,0.005731314346647811,0.1466939707853043,0.007871997871272162,,,,
2010-01-04,11,30,58.8884951403582,58.930868762561026,4.991556713905631,7.422924471955259,0.002352850880702474,0.0033547517456829273,0.11191247683083888,0.4254539843659321,,,,
2010-01-04,12,0,58.880882194080044,58.89485958954625,5.32008949236229,4.90313994753896,-0.00012928566765095818,-0.0006112276943156098,0.06374229725819253,-0.4146973077071777,,,,
2010-01-04,12,30,58.710887286495115,58.739779584750956,5.151324537179094,4.915311445228598,-0.0028912742236645154,-0.0026366399510409644,-0.032236251791883774,0.002479312355397139,,,,
2010-01-04,13,0,58.66603570158305,58.71690230383593,4.971265829222397,4.479580938819102,-0.0007642317749220258,-0.0003895441423420205,-0.0355793716047388,-0.0928256162543729,,,,
2010-01-04,13,30,58.70247095409068,58.71187880620529,4.609856174145899,4.116485984537641,0.0006208693407839671,-8.555820108522343e-05,-0.07547784383301973,-0.0845296185625989,,,,
2010-01-04,14,0,58.707498054277245,58.67829191097524,5.438800394334042,6.058994448191771,8.563327683503566e-05,-0.0005722267195173188,0.16536186294822472,0.3865439706243071,,,,
2010-01-04,14,30,58.70752862426832,58.71246829311309,6.117095296811696,5.435353179496213,5.20716844184157e-07,0.0005822670037064903,0.1175288383470464,-0.108619352781345,,,,
2010-01-04,15,0,58.630150739034356,58.62120737594166,7.029708766281282,6.093897263281136,-0.0013188925649502215,-0.0015555795904973826,0.13905791854262345,0.11436332086414065,,,,
2010-01-04,15,30,58.48409592773783,58.47747303091105,19.698389241909265,14.744727564440879,-0.002494229202216814,-0.0024549280439002293,1.0303915903380363,0.8835977438718862,,,,
